gene_id	length	counts	TPM
ERR1913108_00095	825	67	12.119888
ERR1913108_00096	615	55	13.346437
ERR1913108_00097	750	26	5.173564
ERR1913108_00098	846	77	13.583075
ERR1913108_00099	639	29	6.772904
ERR1913108_00100	585	28	7.142988
ERR1913108_00101	726	28	5.755713
ERR1913108_00102	1248	59	7.055295
ERR1913108_00103	1392	129	13.830193
ERR1913108_00104	942	90	14.258353
ERR1913108_00105	2271	193	12.682881
ERR1913108_00106	867	66	11.360635
ERR1913108_00107	324	21	9.672796
ERR1913108_00108	465	34	10.911984
ERR1913108_00109	777	39	7.490682
ERR1913108_00110	849	102	17.929585
ERR1913108_00111	1146	109	14.194485
ERR1913108_00112	339	30	13.206852
ERR1913108_00113	504	35	10.363710
ERR1913108_00114	1215	90	11.054624
ERR1913108_00115	1284	98	11.390395
ERR1913108_00116	357	37	15.467184
ERR1913108_00117	1008	99	14.657247
ERR1913108_00118	1764	131	11.082825
ERR1913108_00119	1275	88	10.300309
ERR1913108_00120	708	50	10.539366
ERR1913108_00121	1608	139	12.900499
ERR1913108_00122	870	66	11.321460
ERR1913108_00123	2418	198	12.220434
ERR1913108_00124	240	14	8.705517
ERR1913108_00125	444	26	8.739129
ERR1913108_00126	108	15	20.727420
ERR1913108_00127	1074	90	12.505930
ERR1913108_00128	1167	79	10.102619
ERR1913108_00129	1086	77	10.581291
ERR1913108_00130	1572	124	11.771909
ERR1913108_00131	600	38	9.451704
ERR1913108_00132	1032	75	10.845743
ERR1913108_00133	2463	184	11.148878
ERR1913108_00134	414	37	13.337644
ERR1913108_00135	1380	96	10.381734
ERR1913108_00136	639	35	8.174194
ERR1913108_00137	1815	503	41.358912
ERR1913108_00138	1425	341	35.712254
ERR1913108_00139	1650	465	42.057820
ERR1913108_00140	2907	850	43.636674
ERR1913108_00141	1854	459	36.947130
ERR1913108_00142	1248	303	36.233125
ERR1913108_00143	186	129	103.503376
ERR1913108_00144	2895	1033	53.251213
ERR1913108_00145	1824	682	55.800397
ERR1913108_00146	498	129	38.657888
ERR1913108_00147	1812	559	46.039581
ERR1913108_00148	1410	427	45.194597
ERR1913108_00149	2151	620	43.015902
ERR1913108_00150	3093	814	39.275546
ERR1913108_00151	561	125	33.252546
ERR1913108_00152	933	211	33.750372
ERR1913108_00153	384	136	52.854922
ERR1913108_00154	2409	758	46.958061
ERR1913108_00155	417	147	52.608877
ERR1913108_00156	654	206	47.007507
ERR1913108_00157	828	222	40.012933
ERR1913108_00158	1080	285	39.382099
ERR1913108_00159	597	154	38.496757
ERR1913108_00160	1386	416	44.792763
ERR1913108_00161	5526	1510	40.779680
ERR1913108_00162	1065	374	52.408261
ERR1913108_00163	849	224	39.374774
ERR1913108_00164	477	123	38.482607
ERR1913108_00165	699	256	54.656339
ERR1913108_00166	1116	335	44.797973
ERR1913108_00167	291	62	31.796290
ERR1913108_00168	1752	521	44.379394
ERR1913108_00169	1110	270	36.300996
ERR1913108_00170	414	112	40.373410
ERR1913108_00171	1194	284	35.497009
ERR1913108_00172	681	139	30.461090
ERR1913108_00173	702	185	39.328951
ERR1913108_00174	618	173	41.776820
ERR1913108_00175	423	146	51.509845
ERR1913108_00176	585	232	59.184757
ERR1913108_00177	594	226	56.780570
ERR1913108_00178	1092	338	46.192537
ERR1913108_00179	264	94	53.137568
ERR1913108_00180	972	291	44.679106
ERR1913108_00181	573	155	40.369635
ERR1913108_00182	444	96	32.267552
ERR1913108_00183	804	199	36.938119
ERR1913108_00184	564	185	48.951993
ERR1913108_00185	306	94	45.844177
ERR1913108_00186	1182	401	50.629618
ERR1913108_00187	1302	484	55.476893
ERR1913108_00188	597	177	44.246272
ERR1913108_00189	810	218	40.165135
ERR1913108_00190	525	123	34.964197
ERR1913108_00191	1353	321	35.406662
ERR1913108_00192	4545	1336	43.868251
ERR1913108_00193	1329	402	45.141795
ERR1913108_00194	1749	442	37.714661
ERR1913108_00195	654	239	54.537836
ERR1913108_00196	741	222	44.710808
ERR1913108_00197	1311	352	40.069851
ERR1913108_00198	195	104	79.593294
ERR1913108_00199	1023	340	49.599927
ERR1913108_00200	771	253	48.971555
ERR1913108_00201	1104	337	45.555265
ERR1913108_00202	753	212	42.016380
ERR1913108_00203	2619	719	40.970489
ERR1913108_00204	1461	536	54.751034
ERR1913108_00205	1068	299	41.780890
ERR1913108_00206	1269	450	52.921073
ERR1913108_00207	1179	353	44.682622
ERR1913108_00208	912	308	50.400359
ERR1913108_00209	1059	332	46.786426
ERR1913108_00210	1107	336	45.296997
ERR1913108_00211	1098	294	39.959748
ERR1913108_00212	438	131	44.634938
ERR1913108_00213	1593	414	38.784868
ERR1913108_00214	714	225	47.028601
ERR1913108_00215	501	128	38.128524
ERR1913108_00216	558	155	41.454841
ERR1913108_00217	465	154	49.424868
ERR1913108_00218	513	194	56.436766
ERR1913108_00219	753	268	53.115047
ERR1913108_00220	327	92	41.987288
ERR1913108_00221	459	131	42.592817
ERR1913108_00222	960	351	54.564934
ERR1913108_00223	480	148	46.014873
ERR1913108_00224	795	180	33.789606
ERR1913108_00225	1446	346	35.709647
ERR1913108_00226	828	276	49.745809
ERR1913108_00227	1551	565	54.364375
ERR1913108_00228	1143	319	41.650690
ERR1913108_00229	1317	385	43.626734
ERR1913108_00230	894	195	32.551788
ERR1913108_00231	186	43	34.501125
ERR1913108_00232	1452	330	33.917597
ERR1913108_00233	1500	329	32.732742
ERR1913108_00234	1956	435	33.189305
ERR1913108_00235	309	49	23.665482
ERR1913108_00236	507	70	20.604773
ERR1913108_00237	531	131	36.817520
ERR1913108_00238	1086	255	35.041937
ERR1913108_00239	1572	292	27.720947
ERR1913108_00240	726	121	24.872904
ERR1913108_00241	351	72	30.612805
ERR1913108_00242	714	176	36.786817
ERR1913108_00243	1293	309	35.664629
ERR1913108_00244	1248	315	37.668100
ERR1913108_00245	1767	428	36.148058
ERR1913108_00246	1170	247	31.505679
ERR1913108_00247	1167	317	40.538358
ERR1913108_00248	16380	4284	39.031327
ERR1913108_00249	1473	317	32.116948
ERR1913108_00250	6744	1624	35.937364
ERR1913108_00251	627	195	46.413554
ERR1913108_00252	618	143	34.532285
ERR1913108_00253	1344	269	29.869693
ERR1913108_00254	456	95	31.091130
ERR1913108_00255	1335	307	34.319019
ERR1913108_00256	1068	187	26.130523
ERR1913108_00257	711	102	21.409589
ERR1913108_00258	123	39	47.319184
ERR1913108_00259	114	33	43.200308
ERR1913108_00260	222	48	32.267552
ERR1913108_00261	1368	346	37.745723
ERR1913108_00262	1287	316	36.642600
ERR1913108_00263	1299	321	36.878533
ERR1913108_00264	1551	422	40.604896
ERR1913108_00265	2676	701	39.093960
ERR1913108_00266	2034	408	29.935531
ERR1913108_00267	1677	312	27.765103
ERR1913108_00268	3165	758	35.741538
ERR1913108_00269	951	201	31.542295
ERR1913108_00270	2475	544	32.802085
ERR1913108_00271	750	234	46.562077
ERR1913108_00272	981	246	37.423452
ERR1913108_00273	1266	284	33.478222
ERR1913108_00274	630	188	44.534343
ERR1913108_00275	957	277	43.196204
ERR1913108_00276	315	63	29.847485
ERR1913108_00277	1248	280	33.482756
ERR1913108_00278	762	175	34.273687
ERR1913108_00279	1536	331	32.159888
ERR1913108_00280	300	39	19.400865
ERR1913108_00281	294	61	30.964228
ERR1913108_00282	651	163	37.366667
ERR1913108_00283	93	21	33.698774
ERR1913108_00284	876	235	40.035154
ERR1913108_00285	2544	653	38.306619
ERR1913108_00286	429	130	45.223463
ERR1913108_00287	2151	524	36.355375
ERR1913108_00288	1272	331	38.834582
ERR1913108_00289	666	98	21.959862
ERR1913108_00290	1281	252	29.358182
ERR1913108_00291	1344	303	33.645045
ERR1913108_00292	357	99	41.385169
ERR1913108_00293	3339	770	34.415339
ERR1913108_00294	135	20	22.109248
ERR1913108_00295	2532	570	33.596103
ERR1913108_00296	1173	218	27.735515
ERR1913108_00297	1299	310	35.614782
ERR1913108_00298	114	18	23.563804
ERR1913108_00299	1155	331	42.768475
ERR1913108_00300	1083	320	44.096008
ERR1913108_00301	267	119	66.514059
ERR1913108_00302	168	66	58.628989
ERR1913108_00303	1917	563	43.829249
ERR1913108_00304	774	218	42.033280
ERR1913108_00305	789	228	43.125644
ERR1913108_00306	801	258	48.068984
ERR1913108_00307	1566	476	45.362079
ERR1913108_00308	1347	457	50.632148
ERR1913108_00309	1074	266	36.961970
ERR1913108_00310	1059	247	34.807974
ERR1913108_00311	927	237	38.154552
ERR1913108_00312	1890	580	45.797729
ERR1913108_00313	1335	334	37.337304
ERR1913108_00314	990	295	44.469738
ERR1913108_00315	996	351	52.592707
ERR1913108_00316	1269	390	45.864930
ERR1913108_00317	573	207	53.912997
ERR1913108_00318	1254	428	50.935900
ERR1913108_00319	1710	460	40.145740
ERR1913108_00320	1662	502	45.076527
ERR1913108_00321	660	220	49.745809
ERR1913108_00322	1602	499	46.485316
ERR1913108_00323	201	12	8.909697
ERR1913108_00324	1368	419	45.709416
ERR1913108_00325	639	183	42.739357
ERR1913108_00326	753	187	37.061619
ERR1913108_00327	2637	714	40.407858
ERR1913108_00328	513	137	39.854829
ERR1913108_00329	486	148	45.446788
ERR1913108_00330	555	155	41.678921
ERR1913108_00331	837	225	40.117588
ERR1913108_00332	336	91	40.418470
ERR1913108_00333	1230	348	42.223272
ERR1913108_00334	639	161	37.601292
ERR1913108_00335	435	145	49.745809
ERR1913108_00336	957	316	49.277980
ERR1913108_00337	1275	334	39.094353
ERR1913108_00338	1026	255	37.091173
ERR1913108_00339	750	186	37.010882
ERR1913108_00340	444	149	50.081929
ERR1913108_00341	255	60	35.114689
ERR1913108_00342	1302	278	31.864827
ERR1913108_00344	804	272	50.488284
ERR1913108_00345	276	126	68.130129
ERR1913108_00346	939	294	46.726095
ERR1913108_00347	1098	321	43.629521
ERR1913108_00348	3018	932	46.086574
ERR1913108_00350	1008	243	35.976880
ERR1913108_00351	858	269	46.788890
ERR1913108_00352	204	79	57.792925
ERR1913108_00353	3027	865	42.646308
ERR1913108_00354	1434	477	49.641738
ERR1913108_00355	705	169	35.774645
ERR1913108_00356	2067	510	36.822007
ERR1913108_00357	99	63	94.969271
ERR1913108_00358	1551	411	39.546475
ERR1913108_00359	1008	251	37.161304
ERR1913108_00362	576	137	35.495707
ERR1913108_00363	1338	341	38.034352
ERR1913108_00364	462	108	34.886671
ERR1913108_00365	633	183	43.144469
ERR1913108_00366	732	181	36.901604
ERR1913108_00367	492	163	49.442481
ERR1913108_00368	879	190	32.258374
ERR1913108_00369	1038	300	43.132204
ERR1913108_00370	159	64	60.070411
ERR1913108_00371	1344	336	37.309357
ERR1913108_00372	1254	340	40.463098
ERR1913108_00373	2400	776	48.253435
ERR1913108_00374	678	203	44.683182
ERR1913108_00375	321	112	52.070379
ERR1913108_00376	1197	312	38.898978
ERR1913108_00377	1365	368	40.233973
ERR1913108_00378	2205	612	41.421000
ERR1913108_00379	372	93	37.309357
ERR1913108_00380	1326	424	47.719961
ERR1913108_00381	1038	297	42.700882
ERR1913108_00382	441	141	47.715368
ERR1913108_00383	723	165	34.058334
ERR1913108_00384	795	220	41.298407
ERR1913108_00385	546	148	40.452636
ERR1913108_00386	2559	670	39.073496
ERR1913108_00387	609	175	42.884318
ERR1913108_00388	1323	390	43.992892
ERR1913108_00389	375	98	39.000714
ERR1913108_00390	771	238	46.068103
ERR1913108_00391	2178	672	46.045707
ERR1913108_00392	180	34	28.189292
ERR1913108_00393	1107	337	45.431809
ERR1913108_00394	153	34	33.163873
ERR1913108_00395	1161	228	29.307608
ERR1913108_00396	1296	395	45.485172
ERR1913108_00397	1092	294	40.179307
ERR1913108_00398	1296	314	36.157833
ERR1913108_00399	1173	260	33.079054
ERR1913108_00400	591	156	39.392620
ERR1913108_00401	1620	478	44.034253
ERR1913108_00402	564	149	39.426200
ERR1913108_00403	876	188	32.028123
ERR1913108_00404	2136	646	45.134540
ERR1913108_00405	888	214	35.964875
ERR1913108_00406	933	287	45.906904
ERR1913108_00407	651	189	43.326995
ERR1913108_00408	909	237	38.910088
ERR1913108_00409	798	236	44.135379
ERR1913108_00410	1662	589	52.888595
ERR1913108_00411	1629	499	45.714841
ERR1913108_00412	852	205	35.908066
ERR1913108_00413	207	39	28.117196
ERR1913108_00414	897	275	45.752834
ERR1913108_00415	630	187	44.297458
ERR1913108_00416	381	136	53.271102
ERR1913108_00417	3624	960	39.533093
ERR1913108_00418	222	73	49.073568
ERR1913108_00419	885	232	39.122128
ERR1913108_00420	1920	536	41.662115
ERR1913108_00421	1044	249	35.593984
ERR1913108_00422	453	100	32.944244
ERR1913108_00423	933	215	34.390189
ERR1913108_00424	1269	309	36.339137
ERR1913108_00425	2217	649	43.687456
ERR1913108_00426	1500	449	44.671736
ERR1913108_00429	1701	427	37.462893
ERR1913108_00430	810	207	38.138453
ERR1913108_00431	2247	628	41.709436
ERR1913108_00432	807	246	45.492450
ERR1913108_00433	597	169	42.246441
ERR1913108_00434	1953	547	41.798706
ERR1913108_00435	687	169	36.711972
ERR1913108_00436	1323	366	41.285637
ERR1913108_00437	1149	331	42.991809
ERR1913108_00438	1143	255	33.294439
ERR1913108_00439	765	222	43.308116
ERR1913108_00440	1998	524	39.139345
ERR1913108_00441	1443	380	39.300223
ERR1913108_00442	327	97	44.269206
ERR1913108_00443	414	102	36.768641
ERR1913108_00444	1071	331	46.122865
ERR1913108_00445	603	144	35.638788
ERR1913108_00446	300	78	38.801731
ERR1913108_00447	378	212	83.699297
ERR1913108_00448	174	71	60.895731
ERR1913108_00449	234	63	40.179307
ERR1913108_00450	744	179	35.905241
ERR1913108_00451	681	146	31.995102
ERR1913108_00452	567	69	18.161168
ERR1913108_00453	690	119	25.738049
ERR1913108_00454	378	125	49.351001
ERR1913108_00455	216	94	64.945917
ERR1913108_00456	183	99	80.735001
ERR1913108_00457	414	301	108.503539
ERR1913108_00462	1494	454	45.350597
ERR1913108_00463	309	93	44.916119
ERR1913108_00464	762	208	40.736725
ERR1913108_00465	1191	443	55.509807
ERR1913108_00466	393	142	53.922938
ERR1913108_00467	420	169	60.050298
ERR1913108_00468	102	25	36.577801
ERR1913108_00469	474	91	28.651067
ERR1913108_00470	354	106	44.686913
ERR1913108_00471	408	132	48.282697
ERR1913108_00472	1173	318	40.458228
ERR1913108_00473	1269	403	47.393761
ERR1913108_00474	741	172	34.640806
ERR1913108_00475	1305	392	44.828407
ERR1913108_00476	3531	1035	43.744190
ERR1913108_00477	726	165	33.917597
ERR1913108_00478	3546	941	39.603051
ERR1913108_00479	909	187	30.701209
ERR1913108_00480	573	105	27.347172
ERR1913108_00481	987	297	44.907311
ERR1913108_00482	771	254	49.165118
ERR1913108_00483	519	99	28.467255
ERR1913108_00484	432	142	49.054895
ERR1913108_00485	1068	301	42.060361
ERR1913108_00486	573	157	40.890534
ERR1913108_00487	996	292	43.752338
ERR1913108_00488	873	156	26.667856
ERR1913108_00489	1041	276	39.567272
ERR1913108_00490	999	290	43.322176
ERR1913108_00491	1020	328	47.990074
ERR1913108_00492	672	117	25.983302
ERR1913108_00493	2661	646	36.229755
ERR1913108_00494	696	184	39.453572
ERR1913108_00495	1221	353	43.145628
ERR1913108_00496	1203	366	45.403905
ERR1913108_00497	1929	568	43.943421
ERR1913108_00498	1923	531	41.209087
ERR1913108_00499	624	157	37.548519
ERR1913108_00500	501	114	33.958217
ERR1913108_00501	1275	297	34.763542
ERR1913108_00502	1362	382	41.856606
ERR1913108_00503	96	45	69.955044
ERR1913108_00504	357	95	39.713041
ERR1913108_00505	693	197	42.423915
ERR1913108_00506	471	112	35.487456
ERR1913108_00507	309	78	37.671583
ERR1913108_00508	690	244	52.773815
ERR1913108_00509	198	58	43.716014
ERR1913108_00510	345	109	47.150375
ERR1913108_00511	690	264	57.099537
ERR1913108_00512	897	372	61.891107
ERR1913108_00513	846	220	38.808787
ERR1913108_00514	1518	475	46.698141
ERR1913108_00515	1986	621	46.664875
ERR1913108_00516	1362	329	36.049276
ERR1913108_00517	1461	337	34.423691
ERR1913108_00518	1329	328	36.832111
ERR1913108_00519	384	94	36.532078
ERR1913108_00520	1089	331	45.360503
ERR1913108_00521	978	300	45.778352
ERR1913108_00522	2847	702	36.798270
ERR1913108_00523	2043	560	40.906979
ERR1913108_00524	1773	469	39.476792
ERR1913108_00525	1203	366	45.403905
ERR1913108_00526	1074	373	51.830130
ERR1913108_00527	507	134	39.443422
ERR1913108_00528	270	67	37.032991
ERR1913108_00529	342	113	49.309442
ERR1913108_00530	1248	295	35.276475
ERR1913108_00531	651	153	35.074234
ERR1913108_00532	1440	485	50.263994
ERR1913108_00533	909	243	39.895154
ERR1913108_00534	2178	736	50.431013
ERR1913108_00535	873	278	47.523487
ERR1913108_00536	1305	433	49.517092
ERR1913108_00537	726	192	39.467749
ERR1913108_00538	531	139	39.065918
ERR1913108_00539	1056	286	40.418470
ERR1913108_00540	804	245	45.476579
ERR1913108_00541	2532	733	43.203410
ERR1913108_00542	156	32	30.612805
ERR1913108_00543	858	233	40.527180
ERR1913108_00544	231	34	21.965682
ERR1913108_00545	2721	814	44.645081
ERR1913108_00546	771	201	38.906255
ERR1913108_00547	261	61	34.879245
ERR1913108_00548	1299	412	47.333195
ERR1913108_00549	504	167	49.449703
ERR1913108_00550	249	101	60.534056
ERR1913108_00551	204	97	70.960933
ERR1913108_00552	471	131	41.507649
ERR1913108_00553	1695	697	61.367838
ERR1913108_00554	945	393	62.063819
ERR1913108_00556	2046	523	38.148179
ERR1913108_00557	828	186	33.524349
ERR1913108_00558	783	206	39.262976
ERR1913108_00559	873	291	49.745809
ERR1913108_00560	4395	1197	40.645552
ERR1913108_00561	411	110	39.941890
ERR1913108_00562	429	127	44.179844
ERR1913108_00563	429	199	69.226685
ERR1913108_00564	2304	965	62.506127
ERR1913108_00565	834	301	53.861469
ERR1913108_00566	1224	394	48.038845
ERR1913108_00567	2889	1061	54.808207
ERR1913108_00568	246	94	57.025683
ERR1913108_00569	1785	472	39.462221
ERR1913108_00570	1212	323	39.772020
ERR1913108_00571	954	312	48.807209
ERR1913108_00572	1539	413	40.048770
ERR1913108_00573	1944	565	43.374046
ERR1913108_00574	1149	427	55.460732
ERR1913108_00575	1389	497	53.398849
ERR1913108_00576	921	227	36.782732
ERR1913108_00577	1062	293	41.173791
ERR1913108_00578	423	234	82.556874
ERR1913108_00579	252	110	65.143321
ERR1913108_00580	840	212	37.664684
ERR1913108_00581	1539	364	35.297221
ERR1913108_00582	582	169	43.335266
ERR1913108_00583	2037	694	50.844759
ERR1913108_00584	2238	618	41.210335
ERR1913108_00585	1212	431	53.070405
ERR1913108_00586	1665	482	43.202666
ERR1913108_00587	477	100	31.286672
ERR1913108_00588	1926	604	46.801353
ERR1913108_00589	153	105	102.417842
ERR1913108_00590	1293	435	50.207487
ERR1913108_00591	915	352	57.411556
ERR1913108_00592	1335	344	38.455187
ERR1913108_00593	531	196	55.085754
ERR1913108_00594	2118	586	41.290431
ERR1913108_00595	1488	429	43.026113
ERR1913108_00596	1230	301	36.520704
ERR1913108_00597	336	92	40.862629
ERR1913108_00598	216	54	37.309357
ERR1913108_00599	393	112	42.530768
ERR1913108_00600	1284	351	40.796212
ERR1913108_00601	258	63	36.441697
ERR1913108_00602	219	28	19.080584
ERR1913108_00603	249	30	17.980413
ERR1913108_00604	351	99	42.092607
ERR1913108_00605	786	346	65.694847
ERR1913108_00606	1974	782	59.120399
ERR1913108_00607	837	398	70.963555
ERR1913108_00608	1209	456	56.288062
ERR1913108_00609	471	162	51.330070
ERR1913108_00610	282	90	47.628966
ERR1913108_00611	1164	438	56.156351
ERR1913108_00612	453	149	49.086924
ERR1913108_00613	423	159	56.096338
ERR1913108_00614	1284	330	38.355413
ERR1913108_00615	3171	928	43.674655
ERR1913108_00616	1536	498	48.385572
ERR1913108_00617	1644	411	37.309357
ERR1913108_00618	516	154	44.539852
ERR1913108_00619	1350	324	35.816982
ERR1913108_00620	237	58	36.522239
ERR1913108_00621	2232	669	44.731110
ERR1913108_00622	1617	524	48.361417
ERR1913108_00623	333	135	60.501659
ERR1913108_00624	177	87	73.353989
ERR1913108_00625	1287	321	37.222388
ERR1913108_00626	963	318	49.280895
ERR1913108_00627	1068	266	37.169621
ERR1913108_00628	342	84	36.654806
ERR1913108_00629	1149	360	46.758463
ERR1913108_00630	996	308	46.149726
ERR1913108_00631	1164	309	39.617152
ERR1913108_00632	735	191	38.781426
ERR1913108_00633	156	77	73.662063
ERR1913108_00634	567	188	49.482603
ERR1913108_00635	1059	328	46.222735
ERR1913108_00636	690	210	45.420086
ERR1913108_00637	321	109	50.675637
ERR1913108_00638	765	166	32.383546
ERR1913108_00639	1047	284	40.480830
ERR1913108_00640	1203	313	38.829023
ERR1913108_00641	1047	253	36.062148
ERR1913108_00642	771	180	34.841423
ERR1913108_00643	846	202	35.633523
ERR1913108_00644	105	5	7.106544
ERR1913108_00645	105	1	1.421309
ERR1913108_00646	114	3	3.927301
ERR1913108_00647	105	2	2.842618
ERR1913108_00648	222	50	33.612033
ERR1913108_00649	1302	293	33.584152
ERR1913108_00650	1128	314	41.543042
ERR1913108_00651	570	159	41.629387
ERR1913108_00652	876	213	36.287182
ERR1913108_00653	1272	382	44.818158
ERR1913108_00654	963	267	41.377355
ERR1913108_00655	492	109	33.062763
ERR1913108_00656	738	150	30.332810
ERR1913108_00657	2088	531	37.952621
ERR1913108_00658	2049	565	41.151365
ERR1913108_00659	2682	715	39.785518
ERR1913108_00660	1584	403	37.968865
ERR1913108_00661	903	271	44.787755
ERR1913108_00662	1527	462	45.152384
ERR1913108_00663	2937	786	39.938923
ERR1913108_00664	2463	689	41.747701
ERR1913108_00665	2880	787	40.781200
ERR1913108_00666	2451	556	33.853941
ERR1913108_00667	1095	224	30.528935
ERR1913108_00668	1410	420	44.453701
ERR1913108_00669	1662	452	40.586833
ERR1913108_00670	2967	760	38.227315
ERR1913108_00673	933	239	38.229094
ERR1913108_00674	1356	347	38.189813
ERR1913108_00675	1365	369	40.343304
ERR1913108_00676	501	141	42.000952
ERR1913108_00677	150	26	25.867821
ERR1913108_00678	1128	240	31.752644
ERR1913108_00679	1809	502	41.413592
ERR1913108_00680	1065	350	49.045164
ERR1913108_00681	894	278	46.407164
ERR1913108_00682	1017	340	49.892552
ERR1913108_00683	567	226	59.484406
ERR1913108_00684	1392	375	40.204048
ERR1913108_00685	783	207	39.453572
ERR1913108_00686	102	48	70.229377
ERR1913108_00687	1782	553	46.312176
ERR1913108_00688	1014	303	44.594616
ERR1913108_00689	1851	474	38.216391
ERR1913108_00690	438	135	45.997837
ERR1913108_00691	1338	373	41.603558
ERR1913108_00692	723	311	64.194799
ERR1913108_00693	171	88	76.800547
ERR1913108_00694	837	230	41.009090
ERR1913108_00695	1500	503	50.044284
ERR1913108_00696	285	103	53.934930
ERR1913108_00697	105	63	89.542456
ERR1913108_00698	849	384	67.499613
ERR1913108_00699	1083	431	59.391811
ERR1913108_00700	1908	534	41.767707
ERR1913108_00701	201	59	43.806011
ERR1913108_00702	2544	583	34.200244
ERR1913108_00703	816	134	24.507126
ERR1913108_00704	798	251	46.940594
ERR1913108_00705	405	121	44.586984
ERR1913108_00706	735	250	50.761029
ERR1913108_00707	1947	431	33.036123
ERR1913108_00708	405	140	51.588246
ERR1913108_00709	723	203	41.902071
ERR1913108_00710	1422	398	41.769688
ERR1913108_00711	1146	380	49.485360
ERR1913108_00712	522	234	66.899536
ERR1913108_00713	1305	424	48.487869
ERR1913108_00714	603	161	39.846145
ERR1913108_00715	690	198	42.824653
ERR1913108_00716	864	295	50.954908
ERR1913108_00717	606	201	49.499542
ERR1913108_00718	579	100	25.775030
ERR1913108_00719	1656	417	37.579714
ERR1913108_00720	885	281	47.384991
ERR1913108_00721	1275	398	46.585487
ERR1913108_00722	783	271	51.651778
ERR1913108_00723	1095	329	44.839373
ERR1913108_00724	2202	617	41.816300
ERR1913108_00725	1539	534	51.782187
ERR1913108_00726	1698	576	50.624710
ERR1913108_00727	2766	839	45.267607
ERR1913108_00728	1323	515	58.093178
ERR1913108_00729	1470	355	36.040331
ERR1913108_00730	477	173	54.125943
