gene_id	length	counts	TPM
ERR1913059_00142	468	105	37.633266
ERR1913059_00143	2034	422	34.800859
ERR1913059_00144	240	90	62.901316
ERR1913059_00145	1545	451	48.963958
ERR1913059_00146	747	234	52.544071
ERR1913059_00147	1188	315	44.475678
ERR1913059_00148	726	202	46.670581
ERR1913059_00149	573	122	35.713603
ERR1913059_00150	1452	377	43.551508
ERR1913059_00151	885	137	25.966042
ERR1913059_00152	1023	257	42.139168
ERR1913059_00153	582	128	36.890577
ERR1913059_00154	519	142	45.893317
ERR1913059_00155	672	212	52.916980
ERR1913059_00156	3333	789	39.707281
ERR1913059_00157	888	205	38.723032
ERR1913059_00158	1116	239	35.922137
ERR1913059_00159	1131	301	44.640839
ERR1913059_00160	1245	315	42.439442
ERR1913059_00161	642	101	26.388506
ERR1913059_00162	1242	276	37.274854
ERR1913059_00163	1803	459	42.701725
ERR1913059_00164	558	196	58.918317
ERR1913059_00165	1122	309	46.194906
ERR1913059_00166	1023	210	34.432783
ERR1913059_00167	342	69	33.841644
ERR1913059_00168	927	245	44.331744
ERR1913059_00169	1518	414	45.746411
ERR1913059_00170	345	75	36.464531
ERR1913059_00171	507	153	50.618810
ERR1913059_00172	537	142	44.354994
ERR1913059_00173	1407	393	46.851868
ERR1913059_00174	1299	358	46.227706
ERR1913059_00175	2352	544	38.796276
ERR1913059_00176	1392	370	44.585224
ERR1913059_00177	864	214	41.545931
ERR1913059_00178	660	147	37.359569
ERR1913059_00179	1071	308	48.238046
ERR1913059_00180	762	194	42.704655
ERR1913059_00181	918	184	33.620456
ERR1913059_00182	1719	431	42.056183
ERR1913059_00183	1140	279	41.051385
ERR1913059_00184	1215	275	37.965129
ERR1913059_00185	630	144	38.339850
ERR1913059_00186	1008	248	41.268588
ERR1913059_00187	876	275	52.657114
ERR1913059_00188	1224	331	45.360208
ERR1913059_00189	2370	692	48.976327
ERR1913059_00190	1485	347	39.195074
ERR1913059_00191	1566	366	39.202863
ERR1913059_00192	861	229	44.612935
ERR1913059_00193	471	102	36.325176
ERR1913059_00194	624	137	36.826839
ERR1913059_00195	2400	643	44.939496
ERR1913059_00196	1053	276	43.965212
ERR1913059_00197	1170	295	42.292623
ERR1913059_00198	747	219	49.175861
ERR1913059_00199	408	74	30.422859
ERR1913059_00200	843	246	48.948118
ERR1913059_00201	651	173	44.575228
ERR1913059_00202	1869	492	44.155445
ERR1913059_00203	576	176	51.252924
ERR1913059_00204	678	199	49.232495
ERR1913059_00205	1887	543	48.267676
ERR1913059_00206	219	50	38.296083
ERR1913059_00207	390	145	62.363698
ERR1913059_00208	1203	346	48.243514
ERR1913059_00209	699	215	51.592877
ERR1913059_00210	393	111	47.376055
ERR1913059_00211	432	76	29.509259
ERR1913059_00212	1668	506	50.884198
ERR1913059_00213	375	100	44.729825
ERR1913059_00214	654	136	34.881056
ERR1913059_00215	636	163	42.989159
ERR1913059_00216	477	76	26.725367
ERR1913059_00217	864	203	39.410392
ERR1913059_00218	2313	683	49.530594
ERR1913059_00219	900	181	33.733743
ERR1913059_00220	723	195	45.240227
ERR1913059_00221	780	184	39.568691
ERR1913059_00222	720	164	38.206725
ERR1913059_00223	729	240	55.222006
ERR1913059_00224	1272	368	48.527640
ERR1913059_00225	492	94	32.047283
ERR1913059_00226	1251	353	47.331019
ERR1913059_00227	366	81	37.122088
ERR1913059_00228	1890	522	46.327318
ERR1913059_00229	1440	450	52.417763
ERR1913059_00230	1215	327	45.143990
ERR1913059_00231	2295	579	42.317922
ERR1913059_00232	2040	546	44.894272
ERR1913059_00233	468	50	17.920603
ERR1913059_00234	1167	287	41.251477
ERR1913059_00235	948	224	39.634022
ERR1913059_00236	1923	461	40.211484
ERR1913059_00237	1119	317	47.517944
ERR1913059_00238	765	220	48.238046
ERR1913059_00239	822	249	50.810795
ERR1913059_00240	810	233	48.250227
ERR1913059_00241	1533	446	48.800151
ERR1913059_00242	1116	321	48.246887
ERR1913059_00243	2175	522	40.256842
ERR1913059_00244	219	28	21.445806
ERR1913059_00245	891	231	43.487329
ERR1913059_00246	891	219	41.228247
ERR1913059_00247	1317	316	40.246653
ERR1913059_00248	840	227	45.328885
ERR1913059_00249	210	49	39.138596
ERR1913059_00250	1056	216	34.309809
ERR1913059_00252	162	34	35.204029
ERR1913059_00253	2151	610	47.568328
ERR1913059_00254	294	68	38.796276
ERR1913059_00255	1245	415	55.912281
ERR1913059_00256	564	162	48.179731
ERR1913059_00257	588	167	47.639545
ERR1913059_00258	552	152	46.188406
ERR1913059_00259	213	45	35.437361
ERR1913059_00260	495	137	46.424136
ERR1913059_00261	1875	479	42.851172
ERR1913059_00262	1035	233	37.761048
ERR1913059_00263	1347	403	50.184074
ERR1913059_00264	1236	354	48.041134
ERR1913059_00265	252	48	31.949875
ERR1913059_00266	1116	306	45.992360
ERR1913059_00267	1395	332	39.920166
ERR1913059_00268	1332	331	41.682353
ERR1913059_00269	150	21	23.483158
ERR1913059_00270	249	34	22.903826
ERR1913059_00271	585	137	39.281961
ERR1913059_00272	426	119	46.856066
ERR1913059_00273	693	188	45.504367
ERR1913059_00274	528	129	40.981160
ERR1913059_00275	372	78	35.170628
ERR1913059_00276	2055	515	42.036240
ERR1913059_00277	522	151	48.521577
ERR1913059_00278	2118	567	44.904055
ERR1913059_00279	657	141	35.998318
ERR1913059_00280	522	112	35.989514
ERR1913059_00281	1284	232	30.307591
ERR1913059_00282	576	149	43.390259
ERR1913059_00283	780	241	51.826383
ERR1913059_00284	1653	408	41.401471
ERR1913059_00285	1284	343	44.808206
ERR1913059_00286	276	81	49.227117
ERR1913059_00287	1359	331	40.854227
ERR1913059_00288	558	224	67.335220
ERR1913059_00289	1260	381	50.720426
ERR1913059_00290	2652	679	42.946197
ERR1913059_00291	672	225	56.161889
ERR1913059_00292	981	338	57.793122
ERR1913059_00293	1467	473	54.082840
ERR1913059_00294	1050	324	51.758797
ERR1913059_00295	1395	367	44.128617
ERR1913059_00296	480	141	49.272697
ERR1913059_00297	180	19	17.705556
ERR1913059_00298	1215	329	45.420100
ERR1913059_00299	1833	463	42.368880
ERR1913059_00300	1275	380	49.992157
ERR1913059_00301	1221	317	43.548386
ERR1913059_00302	1359	341	42.088494
ERR1913059_00303	1008	298	49.588868
ERR1913059_00304	1437	323	37.702853
ERR1913059_00305	2223	736	55.535005
ERR1913059_00306	519	122	39.429470
ERR1913059_00307	1011	230	38.159717
ERR1913059_00308	447	123	46.155775
ERR1913059_00309	2145	483	37.770114
ERR1913059_00310	2400	542	37.880570
ERR1913059_00311	972	246	42.451917
ERR1913059_00312	321	99	51.731923
ERR1913059_00313	351	112	53.522867
ERR1913059_00314	1218	356	49.026532
ERR1913059_00315	1905	472	41.559994
ERR1913059_00316	1224	350	47.963966
ERR1913059_00317	1125	327	48.755509
ERR1913059_00318	1701	426	42.008169
ERR1913059_00319	735	140	31.949875
ERR1913059_00320	777	193	41.664364
ERR1913059_00321	1185	351	49.684077
ERR1913059_00322	543	120	37.068915
ERR1913059_00323	810	156	32.304873
ERR1913059_00324	357	62	29.130768
ERR1913059_00325	198	18	15.248804
ERR1913059_00326	498	114	38.397590
ERR1913059_00327	900	205	38.206725
ERR1913059_00328	1554	517	55.804342
ERR1913059_00329	825	224	45.543094
ERR1913059_00330	243	35	24.159627
ERR1913059_00331	399	96	40.357736
ERR1913059_00332	540	120	37.274854
ERR1913059_00333	597	179	50.292956
ERR1913059_00334	249	40	26.945677
ERR1913059_00335	273	78	47.924812
ERR1913059_00336	459	106	38.736613
ERR1913059_00337	1149	363	52.992579
ERR1913059_00338	1254	315	42.134853
ERR1913059_00339	117	2	2.867296
ERR1913059_00340	291	11	6.340568
ERR1913059_00341	1998	417	35.008140
ERR1913059_00342	795	169	35.657266
ERR1913059_00343	1788	609	57.131844
ERR1913059_00344	1527	555	60.965257
ERR1913059_00345	900	299	55.725906
ERR1913059_00346	1581	312	33.101768
ERR1913059_00347	846	318	63.050019
ERR1913059_00348	423	145	57.498445
ERR1913059_00349	3585	1464	68.498392
ERR1913059_00350	555	131	39.591939
ERR1913059_00351	957	192	33.652533
ERR1913059_00352	633	84	22.258917
ERR1913059_00353	1146	260	38.055479
ERR1913059_00354	483	54	18.753187
ERR1913059_00355	516	76	24.705426
ERR1913059_00356	1290	279	36.277968
ERR1913059_00357	1029	272	44.338602
ERR1913059_00358	831	260	52.480841
ERR1913059_00359	825	323	65.671515
ERR1913059_00360	1077	335	52.174412
ERR1913059_00361	798	319	67.052698
ERR1913059_00362	2451	873	59.744701
ERR1913059_00363	351	111	53.044984
ERR1913059_00364	2472	832	56.455118
ERR1913059_00365	594	156	44.052100
ERR1913059_00366	732	241	55.224835
ERR1913059_00367	2334	729	52.390813
ERR1913059_00368	408	99	40.700851
ERR1913059_00369	462	90	32.676008
ERR1913059_00370	468	151	54.120220
ERR1913059_00371	2667	846	53.207862
ERR1913059_00372	627	204	54.574666
ERR1913059_00373	888	405	76.501600
ERR1913059_00374	2208	668	50.746472
ERR1913059_00375	747	235	52.768618
ERR1913059_00376	2826	870	51.638731
ERR1913059_00377	720	86	20.035234
ERR1913059_00378	636	115	30.329775
ERR1913059_00379	330	25	12.707337
ERR1913059_00380	969	358	61.970887
ERR1913059_00381	1404	528	63.080522
ERR1913059_00382	1092	292	44.852709
ERR1913059_00383	537	194	60.597667
ERR1913059_00384	774	114	24.705426
ERR1913059_00385	1887	569	50.578836
ERR1913059_00386	261	33	21.208106
ERR1913059_00387	1878	483	43.139987
ERR1913059_00388	1392	387	46.633734
ERR1913059_00389	1254	257	34.376689
ERR1913059_00390	432	69	26.791301
ERR1913059_00391	1545	506	54.935173
ERR1913059_00392	384	89	38.876508
ERR1913059_00393	474	116	41.049523
ERR1913059_00394	2148	782	61.066206
ERR1913059_00395	309	61	33.113098
ERR1913059_00396	636	174	45.890268
ERR1913059_00397	609	199	54.810561
ERR1913059_00398	285	56	32.958818
ERR1913059_00399	837	225	45.090549
ERR1913059_00400	270	46	28.577388
ERR1913059_00401	711	249	58.743282
ERR1913059_00402	339	86	42.552709
ERR1913059_00403	690	262	63.691381
ERR1913059_00404	423	112	44.412592
ERR1913059_00405	204	31	25.489422
ERR1913059_00406	273	29	17.818199
ERR1913059_00407	366	81	37.122088
ERR1913059_00408	843	174	34.621839
ERR1913059_00409	2673	715	44.867880
ERR1913059_00410	2961	796	45.092376
ERR1913059_00411	1155	201	29.190567
ERR1913059_00412	726	331	76.475062
ERR1913059_00413	651	114	29.373272
ERR1913059_00414	432	85	33.003777
ERR1913059_00415	765	174	38.151909
ERR1913059_00416	510	128	42.098658
ERR1913059_00417	264	73	46.381778
ERR1913059_00418	633	194	51.407500
ERR1913059_00419	306	62	33.985896
ERR1913059_00420	885	282	53.448350
ERR1913059_00421	519	112	36.197546
ERR1913059_00422	723	186	43.152217
ERR1913059_00423	597	121	33.996914
ERR1913059_00424	1134	310	45.853987
ERR1913059_00425	333	106	53.393709
ERR1913059_00426	852	165	32.484248
ERR1913059_00427	903	173	32.135630
ERR1913059_00428	252	34	22.631161
ERR1913059_00429	279	57	34.268817
ERR1913059_00430	243	60	41.416504
ERR1913059_00431	555	116	35.058511
ERR1913059_00432	1068	255	40.049527
ERR1913059_00433	345	84	40.840275
ERR1913059_00434	492	49	16.705498
ERR1913059_00435	192	72	62.901316
ERR1913059_00436	1050	212	33.866867
ERR1913059_00437	1761	249	23.717475
ERR1913059_00438	498	43	14.483302
ERR1913059_00441	576	133	38.730903
ERR1913059_00442	1440	389	45.312244
ERR1913059_00443	390	104	44.729825
ERR1913059_00444	324	69	35.721735
ERR1913059_00445	714	184	43.226301
ERR1913059_00446	1113	289	43.554310
ERR1913059_00447	447	96	36.024020
ERR1913059_00448	561	112	33.487569
ERR1913059_00449	669	186	46.635355
ERR1913059_00450	2328	623	44.888339
ERR1913059_00451	612	135	37.000774
ERR1913059_00452	840	279	55.712594
ERR1913059_00453	159	29	30.593512
ERR1913059_00454	1236	316	42.884176
ERR1913059_00455	1098	305	46.593567
ERR1913059_00456	1605	367	38.354779
ERR1913059_00457	2628	601	38.359909
ERR1913059_00458	744	169	38.101514
ERR1913059_00459	891	215	40.475220
ERR1913059_00460	414	63	25.525172
ERR1913059_00461	447	114	42.778523
ERR1913059_00462	2157	667	51.868555
ERR1913059_00463	987	272	46.225351
ERR1913059_00464	1167	288	41.395210
ERR1913059_00465	285	73	42.964174
ERR1913059_00466	768	212	46.302357
ERR1913059_00467	1830	396	36.297153
ERR1913059_00468	1347	353	43.957762
ERR1913059_00469	2721	744	45.864098
ERR1913059_00470	1731	460	44.574782
ERR1913059_00471	1281	293	38.366038
ERR1913059_00472	1170	346	49.604229
ERR1913059_00473	1773	562	53.168700
ERR1913059_00474	483	119	41.326468
ERR1913059_00475	1728	496	48.146686
ERR1913059_00476	1887	651	57.867877
ERR1913059_00477	813	150	30.947757
ERR1913059_00478	1629	362	37.274854
ERR1913059_00479	285	40	23.542013
ERR1913059_00480	588	89	25.388740
ERR1913059_00481	1617	421	43.671744
ERR1913059_00482	102	7	11.511352
ERR1913059_00483	2511	718	47.962984
ERR1913059_00484	702	162	38.708502
ERR1913059_00485	1128	297	44.164754
ERR1913059_00486	798	270	56.753067
ERR1913059_00487	1242	283	38.220231
ERR1913059_00488	558	200	60.120732
ERR1913059_00489	1932	530	46.014765
ERR1913059_00490	669	148	37.107702
ERR1913059_00491	2208	588	44.669050
ERR1913059_00492	660	131	33.293222
ERR1913059_00493	1233	346	47.069706
ERR1913059_00494	198	55	46.593567
ERR1913059_00495	1818	473	43.641104
ERR1913059_00496	303	83	45.947716
ERR1913059_00497	327	67	34.368099
ERR1913059_00498	285	32	18.833610
ERR1913059_00499	891	224	42.169532
ERR1913059_00500	1305	309	39.716999
ERR1913059_00501	1485	443	50.038667
ERR1913059_00502	678	158	39.089117
ERR1913059_00503	2346	657	46.974896
ERR1913059_00504	1173	267	38.180509
ERR1913059_00505	816	229	47.073207
ERR1913059_00506	1833	364	33.309444
ERR1913059_00507	1809	465	43.116435
ERR1913059_00508	1611	328	34.151263
ERR1913059_00509	1323	346	43.867685
ERR1913059_00510	852	208	40.949839
ERR1913059_00511	204	58	47.689886
ERR1913059_00512	1890	554	49.167307
ERR1913059_00513	249	40	26.945677
ERR1913059_00514	540	140	43.487329
ERR1913059_00515	1761	452	43.053409
ERR1913059_00516	693	178	43.083922
ERR1913059_00517	891	217	40.851734
ERR1913059_00518	1920	564	49.272697
ERR1913059_00519	681	139	34.237035
ERR1913059_00520	657	126	32.168709
ERR1913059_00521	2826	661	39.233564
ERR1913059_00523	1632	110	11.305792
ERR1913059_00524	1557	455	49.017510
ERR1913059_00525	492	104	35.456568
ERR1913059_00526	528	234	74.337919
ERR1913059_00527	1680	726	72.486278
ERR1913059_00528	1458	564	64.885857
ERR1913059_00529	690	228	55.426087
ERR1913059_00530	1500	549	61.391684
ERR1913059_00531	1290	489	63.583966
ERR1913059_00532	834	288	57.923514
ERR1913059_00533	2115	746	59.163917
ERR1913059_00534	1065	538	84.734668
ERR1913059_00535	1935	810	70.215422
ERR1913059_00536	1377	530	64.561021
ERR1913059_00537	1224	421	57.693799
ERR1913059_00538	324	83	42.969623
ERR1913059_00539	573	72	21.076881
ERR1913059_00540	1470	531	60.590655
ERR1913059_00541	273	135	82.946790
ERR1913059_00542	2151	827	64.490176
ERR1913059_00543	1614	704	73.164025
ERR1913059_00544	480	165	57.659539
ERR1913059_00545	1443	400	46.496699
ERR1913059_00546	1740	530	51.092256
ERR1913059_00547	753	106	23.612358
ERR1913059_00548	195	45	38.708502
ERR1913059_00549	2097	775	61.991441
ERR1913059_00550	2235	710	53.285529
ERR1913059_00551	1719	703	68.597440
ERR1913059_00552	549	136	41.552296
ERR1913059_00553	576	266	77.461806
ERR1913059_00554	1149	588	85.839219
ERR1913059_00555	1650	573	58.250431
ERR1913059_00556	1191	482	67.883424
ERR1913059_00557	1146	491	71.866308
ERR1913059_00558	414	85	34.438724
ERR1913059_00559	1257	479	63.918813
ERR1913059_00560	459	122	44.583649
ERR1913059_00561	117	3	4.300945
ERR1913059_00562	567	88	26.033231
ERR1913059_00563	942	259	46.118728
ERR1913059_00564	2253	860	64.027379
ERR1913059_00565	1659	715	72.291647
ERR1913059_00566	786	287	61.247422
ERR1913059_00567	795	353	74.479378
ERR1913059_00568	705	228	54.246808
ERR1913059_00569	384	128	55.912281
ERR1913059_00570	330	74	37.613716
ERR1913059_00571	189	49	43.487329
ERR1913059_00572	864	375	72.802449
ERR1913059_00573	1275	513	67.489412
ERR1913059_00574	975	404	69.503266
ERR1913059_00575	939	398	71.096127
ERR1913059_00576	813	204	42.088949
ERR1913059_00577	1128	436	64.834453
ERR1913059_00578	3105	1329	71.794610
ERR1913059_00579	3042	811	44.718796
ERR1913059_00580	444	95	35.889640
ERR1913059_00581	759	336	74.255045
ERR1913059_00582	459	95	34.716776
ERR1913059_00583	1614	726	75.450401
ERR1913059_00584	435	153	58.997096
ERR1913059_00585	2610	938	60.282436
ERR1913059_00586	1173	299	42.756450
ERR1913059_00587	357	43	20.203597
ERR1913059_00588	1242	379	51.185397
ERR1913059_00589	1470	354	40.393770
ERR1913059_00590	1332	310	39.037854
ERR1913059_00591	648	101	26.144168
ERR1913059_00592	540	119	36.964230
ERR1913059_00593	2571	640	41.754795
ERR1913059_00594	702	162	38.708502
ERR1913059_00595	576	164	47.758406
ERR1913059_00596	675	198	49.202807
ERR1913059_00597	735	208	47.468385
ERR1913059_00598	825	178	36.190494
ERR1913059_00599	1725	403	39.187216
ERR1913059_00600	1764	472	44.881967
ERR1913059_00601	534	137	43.033609
ERR1913059_00602	927	204	36.912962
ERR1913059_00603	846	235	46.593567
ERR1913059_00604	804	193	40.265187
ERR1913059_00605	636	196	51.692486
ERR1913059_00606	843	202	40.193170
ERR1913059_00607	822	178	36.322577
ERR1913059_00608	759	171	37.790514
ERR1913059_00609	1113	261	39.334516
ERR1913059_00610	945	227	40.292342
ERR1913059_00611	897	223	41.700464
ERR1913059_00612	1479	321	36.405359
ERR1913059_00613	1356	365	45.150404
ERR1913059_00614	1377	353	43.000076
ERR1913059_00615	981	259	44.285262
ERR1913059_00616	1011	329	54.584986
ERR1913059_00617	330	88	44.729825
ERR1913059_00618	681	120	29.557153
ERR1913059_00619	231	30	21.784005
ERR1913059_00620	417	74	29.766250
ERR1913059_00621	2217	613	46.379199
ERR1913059_00622	837	198	39.679683
ERR1913059_00623	1401	351	42.024005
ERR1913059_00624	309	97	52.655255
ERR1913059_00626	1347	301	37.482398
ERR1913059_00627	873	231	44.383975
ERR1913059_00628	390	88	37.848313
ERR1913059_00629	1977	562	47.682400
ERR1913059_00630	1779	372	35.074820
ERR1913059_00631	510	99	32.560681
ERR1913059_00632	1494	373	41.878074
ERR1913059_00633	1116	248	37.274854
ERR1913059_00634	1179	414	58.899960
ERR1913059_00635	603	114	31.711443
ERR1913059_00636	492	57	19.432927
ERR1913059_00637	951	222	39.156234
ERR1913059_00638	1143	328	48.134457
ERR1913059_00639	801	175	36.646626
ERR1913059_00640	1236	312	42.341339
ERR1913059_00641	999	265	44.494758
ERR1913059_00642	1203	275	38.343833
ERR1913059_00643	144	48	55.912281
ERR1913059_00644	1350	302	37.523353
ERR1913059_00645	2106	606	48.266157
ERR1913059_00646	516	156	50.711138
ERR1913059_00647	2184	614	47.156786
ERR1913059_00648	447	91	34.147769
ERR1913059_00649	642	117	30.568864
ERR1913059_00650	1461	420	48.220037
ERR1913059_00651	1257	275	36.696604
ERR1913059_00652	1797	477	44.524471
ERR1913059_00653	450	76	28.328889
ERR1913059_00654	318	51	26.901192
ERR1913059_00655	450	89	33.174620
ERR1913059_00656	1173	284	40.611478
ERR1913059_00657	381	93	40.943639
ERR1913059_00658	171	40	39.236688
ERR1913059_00659	321	65	33.965404
ERR1913059_00660	414	62	25.120010
ERR1913059_00661	999	217	36.435330
ERR1913059_00662	264	72	45.746411
ERR1913059_00663	447	111	41.652773
ERR1913059_00664	303	69	38.197499
ERR1913059_00665	888	100	18.889284
ERR1913059_00666	1095	275	42.125691
ERR1913059_00667	591	153	43.424259
ERR1913059_00668	1008	330	54.913847
ERR1913059_00669	693	226	54.702058
ERR1913059_00670	795	175	36.923204
ERR1913059_00671	480	78	27.257237
ERR1913059_00672	435	51	19.665699
ERR1913059_00673	894	191	35.836395
ERR1913059_00674	1086	452	69.813124
ERR1913059_00675	270	60	37.274854
ERR1913059_00676	1278	400	52.499794
ERR1913059_00677	318	32	16.879179
ERR1913059_00678	1308	389	49.885039
ERR1913059_00679	348	70	33.740169
ERR1913059_00680	834	158	31.777483
ERR1913059_00681	825	204	41.476746
ERR1913059_00682	837	235	47.094573
ERR1913059_00683	1149	294	42.919610
ERR1913059_00684	1359	366	45.174161
ERR1913059_00685	2412	445	30.946474
ERR1913059_00686	411	91	37.138814
ERR1913059_00687	672	262	65.397400
ERR1913059_00688	621	201	54.291635
ERR1913059_00689	1371	414	50.651388
ERR1913059_00690	288	49	28.538560
ERR1913059_00691	693	147	35.580542
ERR1913059_00692	1248	314	42.203020
ERR1913059_00693	1122	231	34.534056
ERR1913059_00694	285	51	30.016066
ERR1913059_00695	282	60	35.688690
ERR1913059_00696	2328	797	57.425371
ERR1913059_00697	1233	326	44.348914
ERR1913059_00698	663	161	40.732476
ERR1913059_00699	561	184	55.015292
ERR1913059_00700	1287	415	54.087637
ERR1913059_00701	1014	304	50.287968
ERR1913059_00702	2397	574	40.167270
ERR1913059_00703	1299	253	32.669300
ERR1913059_00704	1188	262	36.992469
ERR1913059_00705	549	83	25.359122
ERR1913059_00706	429	53	20.722733
ERR1913059_00707	633	129	34.183337
ERR1913059_00708	1218	255	35.117319
ERR1913059_00709	501	127	42.520118
ERR1913059_00710	1257	356	47.505422
ERR1913059_00711	600	151	42.213772
ERR1913059_00712	1668	469	47.163417
ERR1913059_00713	918	294	53.719642
ERR1913059_00714	876	145	27.764660
ERR1913059_00715	759	179	39.558491
ERR1913059_00716	1389	238	28.741086
ERR1913059_00717	1608	266	27.747512
ERR1913059_00718	2250	380	28.328889
ERR1913059_00719	978	282	48.365838
ERR1913059_00720	1008	294	48.923246
ERR1913059_00721	1104	306	46.492277
ERR1913059_00723	966	187	32.470797
ERR1913059_00724	2202	554	42.200822
ERR1913059_00725	1329	315	39.757039
ERR1913059_00726	2331	430	30.942446
ERR1913059_00727	966	224	38.895500
