gene_id	length	counts	TPM
ERR1913073_00084	414	32	13.627177
ERR1913073_00085	858	127	26.095925
ERR1913073_00086	243	33	23.942193
ERR1913073_00087	1560	207	23.393866
ERR1913073_00088	417	33	13.951925
ERR1913073_00089	1566	235	26.456498
ERR1913073_00090	723	92	22.433952
ERR1913073_00091	1176	208	31.182596
ERR1913073_00092	1485	241	28.611910
ERR1913073_00093	4542	671	26.045437
ERR1913073_00094	2094	334	28.120695
ERR1913073_00095	1701	212	21.972922
ERR1913073_00096	564	102	31.884332
ERR1913073_00097	819	104	22.387505
ERR1913073_00098	597	102	30.121882
ERR1913073_00099	1083	150	24.418504
ERR1913073_00100	4053	603	26.229920
ERR1913073_00101	1623	237	25.744596
ERR1913073_00102	1191	200	29.605643
ERR1913073_00103	1377	248	31.752213
ERR1913073_00104	1893	312	29.057633
ERR1913073_00105	594	104	30.867620
ERR1913073_00106	660	86	22.972633
ERR1913073_00107	630	72	20.148754
ERR1913073_00108	1737	265	26.896905
ERR1913073_00109	264	34	22.705509
ERR1913073_00110	1926	311	28.468223
ERR1913073_00111	906	74	14.399910
ERR1913073_00112	768	80	18.364750
ERR1913073_00113	642	83	22.792886
ERR1913073_00114	2172	328	26.623815
ERR1913073_00115	537	69	22.653278
ERR1913073_00116	714	143	35.309705
ERR1913073_00117	1206	198	28.945039
ERR1913073_00118	1236	199	28.385128
ERR1913073_00119	2439	343	24.793542
ERR1913073_00120	183	5	4.816984
ERR1913073_00121	330	27	14.424676
ERR1913073_00122	951	144	26.695511
ERR1913073_00123	903	113	22.062105
ERR1913073_00124	744	130	30.805387
ERR1913073_00125	1230	157	22.503538
ERR1913073_00126	474	67	24.920269
ERR1913073_00127	420	60	25.185943
ERR1913073_00128	1290	176	24.053552
ERR1913073_00129	864	132	26.934967
ERR1913073_00130	783	114	25.668432
ERR1913073_00131	438	73	29.383600
ERR1913073_00132	1551	227	25.803007
ERR1913073_00133	771	67	15.320632
ERR1913073_00134	252	13	9.094924
ERR1913073_00135	1923	295	27.045748
ERR1913073_00136	171	32	32.992113
ERR1913073_00137	321	58	31.855118
ERR1913073_00138	1737	303	30.753820
ERR1913073_00139	465	51	19.336305
ERR1913073_00140	819	87	18.728009
ERR1913073_00141	789	154	34.411212
ERR1913073_00142	150	15	17.630160
ERR1913073_00143	258	17	11.616772
ERR1913073_00144	528	78	26.044555
ERR1913073_00145	426	73	30.211307
ERR1913073_00146	696	120	30.396828
ERR1913073_00147	561	85	26.712364
ERR1913073_00148	378	53	24.719537
ERR1913073_00149	1605	264	28.999142
ERR1913073_00150	429	76	31.232918
ERR1913073_00151	783	104	23.416816
ERR1913073_00152	486	63	22.853911
ERR1913073_00153	570	100	30.930106
ERR1913073_00154	576	87	26.628888
ERR1913073_00155	702	112	28.127891
ERR1913073_00156	3420	556	28.661898
ERR1913073_00157	1749	325	32.760446
ERR1913073_00158	279	33	20.852878
ERR1913073_00159	1455	210	25.445592
ERR1913073_00160	1413	211	26.326708
ERR1913073_00161	423	61	25.424108
ERR1913073_00162	414	58	24.699258
ERR1913073_00163	1374	205	26.304096
ERR1913073_00164	918	151	28.999501
ERR1913073_00165	870	128	25.938626
ERR1913073_00166	927	115	21.871288
ERR1913073_00167	750	127	29.853738
ERR1913073_00168	648	103	28.023248
ERR1913073_00169	672	81	21.250639
ERR1913073_00170	1656	201	21.398926
ERR1913073_00171	1797	289	28.353457
ERR1913073_00172	648	87	23.670122
ERR1913073_00173	714	106	26.173627
ERR1913073_00174	1605	225	24.715178
ERR1913073_00175	1674	228	24.012405
ERR1913073_00176	1149	171	26.238097
ERR1913073_00177	534	78	25.751919
ERR1913073_00178	459	55	21.125464
ERR1913073_00179	399	72	31.813823
ERR1913073_00180	711	82	20.332955
ERR1913073_00181	1719	214	21.947960
ERR1913073_00182	1140	180	27.837095
ERR1913073_00183	546	58	18.728009
ERR1913073_00184	2178	270	21.855570
ERR1913073_00185	897	137	26.926777
ERR1913073_00186	378	58	27.051568
ERR1913073_00187	783	101	22.741330
ERR1913073_00188	303	38	22.110432
ERR1913073_00189	777	103	23.370740
ERR1913073_00190	891	163	32.252706
ERR1913073_00191	1236	158	22.536936
ERR1913073_00192	1041	186	31.500574
ERR1913073_00193	492	61	21.858532
ERR1913073_00194	1623	285	30.958692
ERR1913073_00195	2325	381	28.890714
ERR1913073_00196	318	51	28.274785
ERR1913073_00197	1293	178	24.270445
ERR1913073_00198	789	120	26.813932
ERR1913073_00199	486	50	18.138025
ERR1913073_00200	1740	260	26.343917
ERR1913073_00201	879	147	29.483886
ERR1913073_00202	216	33	26.934967
ERR1913073_00203	3702	597	28.431133
ERR1913073_00204	1074	164	26.921287
ERR1913073_00205	915	160	30.828695
ERR1913073_00206	501	67	23.577260
ERR1913073_00207	798	107	23.639438
ERR1913073_00208	1323	178	23.720095
ERR1913073_00209	1182	176	26.251338
ERR1913073_00210	588	74	22.187617
ERR1913073_00211	2460	349	25.011894
ERR1913073_00212	1362	173	22.393669
ERR1913073_00213	795	96	21.289250
ERR1913073_00214	1062	142	23.573284
ERR1913073_00215	897	120	23.585499
ERR1913073_00216	726	95	23.069769
ERR1913073_00217	663	91	24.198259
ERR1913073_00218	573	73	22.460763
ERR1913073_00219	1428	227	28.025535
ERR1913073_00220	1113	115	18.216248
ERR1913073_00221	1212	157	22.837749
ERR1913073_00222	1923	245	22.461723
ERR1913073_00223	1032	170	29.041930
ERR1913073_00224	1554	216	24.505242
ERR1913073_00225	1251	178	25.085280
ERR1913073_00226	387	45	20.500186
ERR1913073_00227	444	41	16.280103
ERR1913073_00228	1662	237	25.140481
ERR1913073_00229	1227	204	29.311758
ERR1913073_00230	912	144	27.837095
ERR1913073_00231	1212	203	29.529064
ERR1913073_00232	189	23	21.454692
ERR1913073_00233	189	30	27.984381
ERR1913073_00234	1284	192	26.362856
ERR1913073_00235	1251	135	19.025353
ERR1913073_00236	1452	215	26.105265
ERR1913073_00237	393	31	13.906742
ERR1913073_00238	975	135	24.410991
ERR1913073_00239	546	61	19.696699
ERR1913073_00240	1041	140	23.710110
ERR1913073_00241	852	81	16.761068
ERR1913073_00242	822	93	19.946532
ERR1913073_00243	1059	165	27.469088
ERR1913073_00244	507	43	14.952601
ERR1913073_00245	753	86	20.135375
ERR1913073_00246	1140	142	21.960375
ERR1913073_00247	609	41	11.869238
ERR1913073_00248	861	86	17.609684
ERR1913073_00249	1470	199	23.866679
ERR1913073_00250	972	130	23.579432
ERR1913073_00251	1263	182	25.405298
ERR1913073_00252	462	76	29.001995
ERR1913073_00253	1248	192	27.123323
ERR1913073_00254	861	105	21.500195
ERR1913073_00255	246	18	12.900117
ERR1913073_00256	324	21	11.426956
ERR1913073_00257	207	11	9.368684
ERR1913073_00258	813	97	21.034754
ERR1913073_00259	411	61	26.166418
ERR1913073_00260	912	129	24.937398
ERR1913073_00261	1683	250	26.188592
ERR1913073_00262	315	23	12.872815
ERR1913073_00263	900	84	16.454816
ERR1913073_00264	1689	263	27.452529
ERR1913073_00265	201	11	9.648346
ERR1913073_00266	384	43	19.742106
ERR1913073_00267	534	67	22.120238
ERR1913073_00268	1278	125	17.243897
ERR1913073_00269	708	87	21.664180
ERR1913073_00270	7332	1075	25.848912
ERR1913073_00271	1761	267	26.730567
ERR1913073_00272	309	48	27.386657
ERR1913073_00273	399	56	24.744084
ERR1913073_00274	744	107	25.355203
ERR1913073_00275	306	38	21.893663
ERR1913073_00276	1167	124	18.732989
ERR1913073_00277	3150	355	19.868911
ERR1913073_00278	783	98	22.065845
ERR1913073_00279	258	26	17.766828
ERR1913073_00280	2127	379	31.414343
ERR1913073_00281	669	72	18.974163
ERR1913073_00282	255	17	11.753440
ERR1913073_00283	1365	177	22.861087
ERR1913073_00284	594	72	21.369891
ERR1913073_00285	1104	155	24.752489
ERR1913073_00286	2715	408	26.493942
ERR1913073_00287	543	94	30.519983
ERR1913073_00288	477	77	28.459588
ERR1913073_00289	2610	343	23.169138
ERR1913073_00290	255	33	22.815501
ERR1913073_00291	96	7	12.855325
ERR1913073_00292	516	53	18.108498
ERR1913073_00293	327	30	16.174459
ERR1913073_00294	411	67	28.740164
ERR1913073_00295	717	91	22.375796
ERR1913073_00296	483	60	21.900820
ERR1913073_00297	192	28	25.710650
ERR1913073_00298	516	71	24.258554
ERR1913073_00299	525	63	21.156192
ERR1913073_00300	840	98	20.568520
ERR1913073_00301	582	53	16.054957
ERR1913073_00302	705	78	19.505709
ERR1913073_00303	456	34	13.145295
ERR1913073_00304	735	105	25.185943
ERR1913073_00305	2199	290	23.250325
ERR1913073_00306	243	22	15.961462
ERR1913073_00307	687	75	19.246900
ERR1913073_00308	1062	141	23.407275
ERR1913073_00309	1023	112	19.301837
ERR1913073_00310	1314	204	27.371025
ERR1913073_00311	723	101	24.628578
ERR1913073_00312	2031	233	20.225639
ERR1913073_00313	546	75	24.217253
ERR1913073_00317	663	101	26.857408
ERR1913073_00318	1374	181	23.224592
ERR1913073_00319	1767	268	26.739575
ERR1913073_00320	324	28	15.235941
ERR1913073_00321	972	84	15.235941
ERR1913073_00322	582	61	18.478347
ERR1913073_00323	474	54	20.084993
ERR1913073_00324	1974	232	20.720350
ERR1913073_00325	312	44	24.863046
ERR1913073_00326	999	110	19.412589
ERR1913073_00327	546	71	22.925666
ERR1913073_00328	4038	665	29.034315
ERR1913073_00329	615	119	34.113643
ERR1913073_00330	471	74	27.699190
ERR1913073_00331	105	7	11.753440
ERR1913073_00332	555	90	28.589449
ERR1913073_00333	165	14	14.958924
ERR1913073_00334	423	43	17.921912
ERR1913073_00335	219	19	15.295573
ERR1913073_00336	831	76	16.123853
ERR1913073_00337	1173	143	21.492864
ERR1913073_00338	876	57	11.471680
ERR1913073_00339	546	44	14.207455
ERR1913073_00340	717	77	18.933366
ERR1913073_00341	264	18	12.020564
ERR1913073_00342	549	50	16.056612
ERR1913073_00343	1092	92	14.853248
ERR1913073_00344	147	5	5.996653
ERR1913073_00345	294	39	23.386947
ERR1913073_00346	948	73	13.575967
ERR1913073_00347	108	3	4.897267
ERR1913073_00348	240	58	42.606220
ERR1913073_00349	396	98	43.630194
ERR1913073_00350	996	126	22.303215
ERR1913073_00351	624	75	21.190096
ERR1913073_00352	693	104	26.457960
ERR1913073_00353	756	105	24.486334
ERR1913073_00354	762	82	18.972088
ERR1913073_00355	444	65	25.809919
ERR1913073_00356	1785	287	28.346532
ERR1913073_00357	1125	187	29.305244
ERR1913073_00358	1371	244	31.376799
ERR1913073_00359	753	117	27.393476
ERR1913073_00360	993	152	26.986751
ERR1913073_00361	996	149	26.374436
ERR1913073_00362	840	165	34.630672
ERR1913073_00363	1056	178	29.717505
ERR1913073_00364	1389	199	25.258473
ERR1913073_00365	702	126	31.643877
ERR1913073_00366	1101	185	29.623793
ERR1913073_00367	2739	520	33.470914
ERR1913073_00368	378	84	39.178134
ERR1913073_00369	339	48	24.963059
ERR1913073_00370	177	38	37.850061
ERR1913073_00371	555	101	32.083715
ERR1913073_00372	1536	284	32.597432
ERR1913073_00373	495	53	18.876737
ERR1913073_00374	1476	205	24.486334
ERR1913073_00375	357	61	30.124363
ERR1913073_00376	1143	170	26.221586
ERR1913073_00377	1071	170	27.984381
ERR1913073_00378	1299	195	26.465598
ERR1913073_00379	1050	151	25.353849
ERR1913073_00380	831	95	20.154816
ERR1913073_00381	1017	173	29.990341
ERR1913073_00382	537	88	28.891138
ERR1913073_00383	846	127	26.466080
ERR1913073_00384	228	37	28.610348
ERR1913073_00385	1440	236	28.893874
ERR1913073_00386	189	24	22.387505
ERR1913073_00387	933	176	33.257322
ERR1913073_00388	816	96	20.741365
ERR1913073_00389	1245	209	29.596012
ERR1913073_00390	285	23	14.227849
ERR1913073_00391	354	30	14.940814
ERR1913073_00392	237	17	12.646106
ERR1913073_00393	471	67	25.078996
ERR1913073_00394	864	125	25.506597
ERR1913073_00395	867	162	32.942168
ERR1913073_00396	171	42	43.302148
ERR1913073_00397	741	147	34.974812
ERR1913073_00398	825	71	15.172623
ERR1913073_00399	1311	207	27.837095
ERR1913073_00400	303	26	15.128190
ERR1913073_00401	441	46	18.389736
ERR1913073_00402	660	75	20.034273
ERR1913073_00403	510	55	19.012918
ERR1913073_00404	1443	293	35.797900
ERR1913073_00405	1989	341	30.225664
ERR1913073_00406	963	150	27.461309
ERR1913073_00407	1149	146	22.402118
ERR1913073_00408	516	68	23.233544
ERR1913073_00409	489	66	23.795308
ERR1913073_00410	306	34	19.589067
ERR1913073_00411	366	46	22.158125
ERR1913073_00412	171	19	19.589067
ERR1913073_00413	681	70	18.122044
ERR1913073_00414	342	77	39.693635
ERR1913073_00415	954	182	33.634058
ERR1913073_00416	603	106	30.991658
ERR1913073_00417	402	63	27.629355
ERR1913073_00418	369	59	28.189145
ERR1913073_00419	219	31	24.955934
ERR1913073_00420	246	25	17.916829
ERR1913073_00421	753	104	24.349756
ERR1913073_00422	633	103	28.687306
ERR1913073_00423	1311	190	25.550957
ERR1913073_00424	444	60	23.824541
ERR1913073_00425	171	10	10.310035
ERR1913073_00426	498	64	22.657234
ERR1913073_00427	360	42	20.568520
ERR1913073_00428	543	74	24.026369
ERR1913073_00429	399	68	30.046388
ERR1913073_00430	540	88	28.730631
ERR1913073_00431	318	30	16.632227
ERR1913073_00432	369	43	20.544631
ERR1913073_00433	258	28	19.133507
ERR1913073_00434	204	12	10.370682
ERR1913073_00435	420	37	15.531332
ERR1913073_00436	672	106	27.809479
ERR1913073_00437	342	51	26.290590
ERR1913073_00438	273	40	25.831736
ERR1913073_00439	834	151	31.920314
ERR1913073_00440	294	38	22.787282
ERR1913073_00441	624	83	23.450373
ERR1913073_00442	633	88	24.509543
ERR1913073_00443	312	48	27.123323
ERR1913073_00444	516	66	22.550205
ERR1913073_00445	1158	212	32.276286
ERR1913073_00446	1395	222	28.056599
ERR1913073_00447	420	80	33.581257
ERR1913073_00448	969	117	21.287190
ERR1913073_00449	222	26	20.647935
ERR1913073_00450	1194	209	30.860163
ERR1913073_00451	414	72	30.661148
ERR1913073_00452	1983	383	34.051192
ERR1913073_00453	1182	167	24.908940
ERR1913073_00454	1164	122	18.478347
ERR1913073_00455	456	63	24.357458
ERR1913073_00456	765	111	25.581017
ERR1913073_00457	1203	247	36.198251
ERR1913073_00458	2100	383	32.154054
ERR1913073_00459	471	70	26.201937
ERR1913073_00460	420	67	28.124303
ERR1913073_00461	1539	214	24.514973
ERR1913073_00462	1656	310	33.003319
ERR1913073_00463	864	118	24.078228
ERR1913073_00464	1500	276	32.439495
ERR1913073_00465	1338	233	30.701250
ERR1913073_00466	1470	281	33.701191
ERR1913073_00467	807	152	33.206745
ERR1913073_00468	1692	268	27.924840
ERR1913073_00469	1455	211	25.566761
ERR1913073_00470	1350	240	31.342507
ERR1913073_00471	1143	189	29.152233
ERR1913073_00472	1698	292	30.318061
ERR1913073_00473	1011	208	36.271744
ERR1913073_00474	549	103	33.076621
ERR1913073_00475	342	38	19.589067
ERR1913073_00476	189	35	32.648445
ERR1913073_00477	1257	236	33.100380
ERR1913073_00478	987	171	30.544654
ERR1913073_00479	537	78	25.608054
ERR1913073_00480	402	72	31.576406
ERR1913073_00481	177	16	15.936868
ERR1913073_00482	1077	184	30.120236
ERR1913073_00483	2181	342	27.645643
ERR1913073_00484	1356	218	28.343473
ERR1913073_00485	1947	344	31.149333
ERR1913073_00486	774	149	33.939197
ERR1913073_00487	831	130	27.580275
ERR1913073_00488	726	98	23.798288
ERR1913073_00489	591	99	29.532756
ERR1913073_00490	723	127	30.968608
ERR1913073_00491	714	88	21.729049
ERR1913073_00492	669	87	22.927114
ERR1913073_00493	780	99	22.376742
ERR1913073_00494	1047	197	33.172317
ERR1913073_00495	921	143	27.373647
ERR1913073_00496	573	88	27.075988
ERR1913073_00497	1008	157	27.459674
ERR1913073_00498	1248	158	22.320235
ERR1913073_00499	1170	124	18.684956
ERR1913073_00500	1227	163	23.420669
ERR1913073_00501	972	159	28.839460
ERR1913073_00502	1266	140	19.496228
ERR1913073_00503	1119	158	24.893345
ERR1913073_00504	1530	254	29.268370
ERR1913073_00505	903	145	28.309781
ERR1913073_00506	1086	138	22.402966
ERR1913073_00507	1131	176	27.435086
ERR1913073_00508	582	44	13.328643
ERR1913073_00509	1866	477	45.067451
ERR1913073_00510	219	54	43.471628
ERR1913073_00511	756	82	19.122660
ERR1913073_00512	2238	473	37.261241
ERR1913073_00513	492	118	42.283717
ERR1913073_00514	537	116	38.083772
ERR1913073_00515	1188	228	33.835661
ERR1913073_00516	1086	130	21.104243
ERR1913073_00517	1701	213	22.076567
ERR1913073_00518	753	79	18.496450
ERR1913073_00519	1674	252	26.540026
ERR1913073_00520	1194	143	21.114848
ERR1913073_00521	777	101	22.916939
ERR1913073_00522	1125	136	21.312905
ERR1913073_00523	381	65	30.077701
ERR1913073_00524	840	126	26.445240
ERR1913073_00525	1554	171	19.399983
ERR1913073_00526	270	14	9.141565
ERR1913073_00527	321	14	7.689166
ERR1913073_00528	1011	193	33.655993
ERR1913073_00529	1449	198	24.090902
ERR1913073_00530	819	96	20.665389
ERR1913073_00531	846	117	24.382136
ERR1913073_00532	351	41	20.593634
ERR1913073_00533	1998	268	23.648063
ERR1913073_00534	1677	171	17.977086
ERR1913073_00535	2190	318	25.599959
ERR1913073_00536	1230	174	24.940227
ERR1913073_00537	888	95	18.861095
ERR1913073_00538	588	71	21.288119
ERR1913073_00539	1254	118	16.589784
ERR1913073_00540	1659	180	19.128564
ERR1913073_00541	930	135	25.592168
ERR1913073_00542	978	93	16.764876
ERR1913073_00543	669	54	14.230623
ERR1913073_00544	480	53	19.466635
ERR1913073_00545	1236	166	23.678047
ERR1913073_00546	1203	150	21.982743
ERR1913073_00547	1245	115	16.284887
ERR1913073_00548	702	112	28.127891
ERR1913073_00549	2151	238	19.507104
ERR1913073_00550	1158	177	26.947654
ERR1913073_00551	1782	225	22.260303
ERR1913073_00552	585	70	21.095918
ERR1913073_00553	426	32	13.243313
ERR1913073_00554	966	112	20.440765
ERR1913073_00555	1338	188	24.771824
ERR1913073_00556	990	124	22.082221
ERR1913073_00557	663	68	18.082216
ERR1913073_00558	651	75	20.311244
ERR1913073_00559	600	58	17.042488
ERR1913073_00560	1035	171	29.128091
ERR1913073_00561	1278	152	20.968579
ERR1913073_00562	1353	185	24.106280
ERR1913073_00563	744	89	21.089842
ERR1913073_00564	4269	515	21.268523
ERR1913073_00565	576	83	25.404571
ERR1913073_00566	1179	119	17.794649
ERR1913073_00567	2229	280	22.146455
ERR1913073_00568	573	57	17.537856
ERR1913073_00569	207	16	13.627177
ERR1913073_00570	2262	216	16.835166
ERR1913073_00571	168	1	1.049414
ERR1913073_00572	2262	264	20.576314
ERR1913073_00573	114	5	7.732526
ERR1913073_00574	1533	206	23.690887
ERR1913073_00575	186	40	37.914323
ERR1913073_00576	618	109	31.095266
ERR1913073_00577	1656	197	20.973077
ERR1913073_00578	465	68	25.781740
ERR1913073_00579	726	99	24.041127
ERR1913073_00580	1257	137	19.215051
ERR1913073_00581	3819	421	19.435186
ERR1913073_00582	3609	436	21.298836
ERR1913073_00583	2082	265	22.439925
ERR1913073_00584	558	41	12.954060
ERR1913073_00585	378	35	16.324222
ERR1913073_00586	756	72	16.790629
ERR1913073_00587	702	68	17.077648
ERR1913073_00588	1779	236	23.387958
ERR1913073_00589	2850	382	23.630601
ERR1913073_00590	489	57	20.550493
ERR1913073_00591	1557	179	20.268456
ERR1913073_00592	1548	193	21.980755
ERR1913073_00593	612	63	18.148694
ERR1913073_00594	618	78	22.251658
ERR1913073_00595	465	54	20.473734
ERR1913073_00596	537	51	16.743728
ERR1913073_00597	591	57	17.003708
ERR1913073_00600	1305	141	19.048679
ERR1913073_00601	1491	169	19.983213
ERR1913073_00602	1080	68	11.100471
ERR1913073_00603	1023	126	21.714567
ERR1913073_00604	669	77	20.291814
ERR1913073_00605	909	86	16.679799
ERR1913073_00606	3489	432	21.829261
ERR1913073_00607	381	56	25.913096
ERR1913073_00608	648	66	17.956645
ERR1913073_00609	891	101	19.984806
ERR1913073_00610	327	29	15.635310
ERR1913073_00611	774	83	18.905727
ERR1913073_00612	2355	282	21.111275
ERR1913073_00613	228	19	14.691800
ERR1913073_00614	573	68	20.922354
ERR1913073_00615	1302	136	18.415528
ERR1913073_00616	399	33	14.581335
ERR1913073_00617	3675	493	23.650800
ERR1913073_00618	585	51	15.369883
ERR1913073_00619	1230	161	23.076876
ERR1913073_00620	957	97	17.869650
ERR1913073_00621	3126	450	25.379309
ERR1913073_00622	1353	183	23.845671
ERR1913073_00623	138	12	15.330574
ERR1913073_00624	951	109	20.207018
ERR1913073_00625	1683	228	23.883996
ERR1913073_00626	939	149	27.975441
ERR1913073_00627	609	75	21.712020
ERR1913073_00628	714	91	22.469812
ERR1913073_00629	1152	113	17.293473
ERR1913073_00630	1695	228	23.714906
ERR1913073_00631	777	93	21.101736
ERR1913073_00632	633	58	16.154017
ERR1913073_00633	201	23	20.173815
ERR1913073_00634	1758	210	21.059918
ERR1913073_00635	945	111	20.708442
ERR1913073_00636	1401	207	26.048845
ERR1913073_00637	2655	357	23.706091
ERR1913073_00638	1290	165	22.550205
ERR1913073_00639	510	65	22.469812
ERR1913073_00640	432	41	16.732328
ERR1913073_00641	1374	198	25.405908
ERR1913073_00642	1500	213	25.034827
ERR1913073_00643	2481	282	20.039118
ERR1913073_00644	183	14	13.487554
ERR1913073_00646	1251	123	17.334210
ERR1913073_00647	1719	224	22.973565
ERR1913073_00648	1896	210	19.527076
ERR1913073_00649	1104	138	22.037700
ERR1913073_00650	1320	145	19.366464
ERR1913073_00651	1638	167	17.974583
ERR1913073_00652	888	144	28.589449
ERR1913073_00653	330	63	33.657578
ERR1913073_00654	570	63	19.485966
ERR1913073_00655	1140	116	17.939461
ERR1913073_00656	603	80	23.389931
ERR1913073_00657	504	73	25.535748
ERR1913073_00658	579	78	23.750475
ERR1913073_00659	1653	257	27.410473
ERR1913073_00660	705	88	22.006441
ERR1913073_00661	99	1	1.780824
ERR1913073_00662	951	112	20.763175
ERR1913073_00663	1170	138	20.794548
ERR1913073_00664	843	95	19.867915
ERR1913073_00665	1185	131	19.489882
ERR1913073_00666	1068	138	22.780544
ERR1913073_00667	774	105	23.916884
ERR1913073_00668	609	95	27.501892
ERR1913073_00669	1503	208	24.398359
ERR1913073_00670	2805	333	20.929923
ERR1913073_00671	3009	455	26.659099
ERR1913073_00672	1482	186	22.126922
ERR1913073_00673	2598	404	27.415646
ERR1913073_00674	4131	520	22.192407
ERR1913073_00675	2013	280	24.522826
ERR1913073_00676	975	105	18.986326
ERR1913073_00677	1143	137	21.131513
ERR1913073_00678	1497	169	19.903120
ERR1913073_00679	1620	211	22.962739
ERR1913073_00680	2532	364	25.345096
ERR1913073_00681	93	11	20.852878
ERR1913073_00682	483	64	23.360875
ERR1913073_00683	1932	264	24.090902
ERR1913073_00684	948	139	25.850129
ERR1913073_00685	1326	195	25.926706
ERR1913073_00686	792	88	19.589067
ERR1913073_00687	801	89	19.589067
ERR1913073_00688	1389	183	23.227641
ERR1913073_00689	2883	356	21.770160
ERR1913073_00690	1053	183	30.639310
ERR1913073_00691	1218	146	21.133033
ERR1913073_00694	360	32	15.671253
ERR1913073_00695	2037	285	24.666645
ERR1913073_00696	846	124	25.840897
ERR1913073_00697	1143	154	23.753672
ERR1913073_00698	774	109	24.828003
ERR1913073_00699	762	115	26.607197
ERR1913073_00700	900	116	22.723318
ERR1913073_00701	795	106	23.506880
ERR1913073_00702	1260	123	17.210394
ERR1913073_00703	2274	318	24.654314
ERR1913073_00704	135	17	22.200942
ERR1913073_00705	348	41	20.771166
ERR1913073_00706	969	148	26.927386
ERR1913073_00707	2619	385	25.916807
ERR1913073_00708	285	26	16.083655
ERR1913073_00709	624	61	17.234612
ERR1913073_00710	1095	139	22.379838
ERR1913073_00711	1080	119	19.425825
ERR1913073_00712	5676	819	25.438867
ERR1913073_00713	1488	165	19.549573
ERR1913073_00714	1629	205	22.186512
ERR1913073_00715	108	10	16.324222
ERR1913073_00716	1392	168	21.277779
ERR1913073_00717	4332	601	24.459202
ERR1913073_00718	2205	344	27.504649
ERR1913073_00719	852	95	19.658042
ERR1913073_00720	1011	121	21.100390
ERR1913073_00721	705	77	19.255636
ERR1913073_00722	987	116	20.720350
ERR1913073_00723	975	140	25.315102
ERR1913073_00724	1608	230	25.217269
ERR1913073_00725	1227	192	27.587537
ERR1913073_00726	1668	195	20.610799
ERR1913073_00727	975	137	24.772635
ERR1913073_00728	720	76	18.609613
ERR1913073_00729	1251	149	20.998352
ERR1913073_00730	1245	136	19.258649
ERR1913073_00731	1098	169	27.135675
ERR1913073_00732	1320	180	24.041127
ERR1913073_00733	651	101	27.352476
ERR1913073_00734	765	110	25.350557
